Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Category,Segmentation
Female,No,31.0,No,Doctor,1.0,Low,4.0,Cat_6,D
Male,No,23.0,No,Doctor,6.0,Low,4.0,Cat_2,D
Male,No,36.0,Yes,Artist,8.0,Low,1.0,Cat_6,A
Male,No,30.0,No,Doctor,1.0,Low,1.0,Cat_3,C
Male,Yes,56.0,No,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,52.0,Yes,Artist,2.0,Low,2.0,Cat_6,C
Male,Yes,39.0,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
Female,No,35.0,No,Artist,5.0,Low,1.0,Cat_6,A
Male,Yes,33.0,No,Engineer,0.0,Average,2.0,Cat_6,B
Female,No,25.0,Yes,Artist,0.0,Low,6.0,Cat_6,A
Female,Yes,27.0,Yes,Artist,0.0,Average,2.0,Cat_4,B
Male,Yes,35.0,Yes,Artist,1.0,High,3.0,Cat_6,A
Female,Yes,41.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,Cat_7,C
Female,Yes,46.0,No,Artist,8.0,Average,2.0,Cat_6,B
Female,No,31.0,No,Healthcare,1.0,Low,2.0,Cat_6,D
Male,No,49.0,Yes,Doctor,1.0,Low,1.0,Cat_6,C
Female,No,26.0,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,Yes,43.0,Yes,Doctor,10.0,High,2.0,Cat_6,B
Female,Yes,30.0,Yes,Artist,8.0,Low,4.0,Cat_6,A
Female,Yes,70.0,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,No,28.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,Yes,87.5,No,Lawyer,3.0,High,1.0,Cat_6,D
Female,Yes,42.0,No,Homemaker,6.0,High,4.0,Cat_6,B
Female,Yes,37.0,Yes,Entertainment,6.0,Average,3.0,Cat_4,A
Male,Yes,29.0,No,Executive,1.0,Average,3.0,Cat_6,D
Female,Yes,68.0,Yes,Artist,1.0,High,2.0,Cat_6,C
Female,No,25.0,No,Engineer,1.0,Low,1.0,Cat_4,D
Male,No,29.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,48.0,Yes,Doctor,0.0,Low,2.0,Cat_6,C
Female,Yes,51.0,Yes,Doctor,1.0,Average,3.0,Cat_1,C
Female,Yes,40.0,Yes,Engineer,1.0,High,5.0,Cat_2,B
Male,Yes,47.0,Yes,Artist,0.0,Average,6.0,Cat_7,B
Male,Yes,39.0,Yes,Executive,1.0,High,3.0,Cat_6,B
Male,Yes,35.0,Yes,Executive,1.0,Average,4.0,Cat_6,C
Female,No,19.0,No,Healthcare,2.0,Low,3.0,Cat_6,D
Female,No,21.0,No,Healthcare,7.0,Low,3.0,Cat_6,D
Male,Yes,46.0,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
Male,Yes,86.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
Male,Yes,66.0,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,No,42.0,No,Marketing,1.0,Low,5.0,Cat_4,D
Female,Yes,73.0,Yes,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,72.0,No,Engineer,1.0,Low,1.0,Cat_6,A
Male,Yes,53.0,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,Yes,39.0,Yes,Artist,8.0,Average,2.0,Cat_6,C
Female,No,27.0,No,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,63.0,No,Entertainment,1.0,Average,3.0,Cat_6,B
Female,No,23.0,No,Healthcare,1.0,Low,3.0,Cat_4,D
Female,No,30.0,Yes,Entertainment,0.0,Low,4.0,Cat_6,B
Female,Yes,39.0,Yes,Artist,5.0,Average,2.0,Cat_6,C
Male,Yes,26.0,Yes,Artist,1.0,Average,3.0,Cat_6,B
Female,Yes,50.0,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
Female,Yes,45.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,62.0,No,Entertainment,2.0,Low,1.0,Cat_6,A
Female,No,27.0,Yes,Doctor,1.0,Low,3.0,Cat_6,A
Male,Yes,57.0,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
Female,Yes,30.0,No,Engineer,1.0,Average,7.0,Cat_4,A
Male,No,32.0,No,Healthcare,7.0,Low,4.0,Cat_3,A
Male,No,18.0,Yes,Executive,1.0,Low,5.0,Cat_4,A
Male,No,47.0,No,Artist,3.0,Low,3.0,Cat_5,B
Female,No,32.0,Yes,Artist,4.0,Low,4.0,Cat_2,A
Female,Yes,32.0,No,Engineer,5.0,Low,3.0,Cat_1,A
Male,Yes,67.0,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Female,Yes,77.0,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,Yes,79.0,No,Artist,0.0,Average,2.0,Cat_6,C
Male,No,31.0,No,Entertainment,1.0,Low,1.0,Cat_4,A
Male,Yes,42.0,Yes,Artist,0.0,Low,3.0,Cat_4,A
Female,No,18.0,No,Artist,0.0,Low,6.0,Cat_6,D
Male,Yes,50.0,Yes,Artist,1.0,Average,4.0,Cat_2,C
Male,Yes,71.0,Yes,Artist,0.0,Average,5.0,Cat_6,C
Female,Yes,72.0,No,Lawyer,1.0,Low,3.0,Cat_6,A
Male,Yes,47.0,Yes,Artist,1.0,Low,3.0,Cat_6,A
Male,Yes,45.0,Yes,Artist,9.0,Average,2.0,Cat_6,C
Female,No,40.0,No,Engineer,9.0,Low,5.0,Cat_4,A
Female,No,36.0,Yes,Engineer,4.0,Low,1.0,Cat_6,A
Female,No,42.0,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,No,30.0,No,Healthcare,4.0,Low,4.0,Cat_6,D
Female,No,29.0,Yes,Healthcare,2.0,Low,4.0,Cat_4,B
Male,No,28.0,Yes,Engineer,0.0,Low,5.0,Cat_4,D
Male,Yes,22.0,No,Healthcare,1.0,Low,2.0,Cat_6,D
Male,Yes,85.0,No,Lawyer,1.0,Low,1.0,Cat_6,D
Female,Yes,40.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,52.0,Yes,Artist,10.0,Average,2.0,Cat_6,C
Male,Yes,47.0,Yes,Artist,0.0,Low,3.0,Cat_6,C
Male,No,26.0,No,Artist,6.0,Low,6.0,Cat_5,D
Female,No,55.0,Yes,Marketing,3.0,Low,1.0,Cat_6,B
Female,No,20.0,No,Doctor,4.0,Low,4.0,Cat_6,D
Female,Yes,87.0,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,No,28.0,No,Healthcare,0.0,Low,2.0,Cat_4,A
Male,No,38.0,No,Artist,2.0,Low,2.0,Cat_3,A
Male,Yes,42.0,No,Entertainment,1.0,Low,2.0,Cat_4,B
Male,Yes,42.0,No,Marketing,0.0,High,6.0,Cat_4,A
Female,No,29.0,No,Engineer,1.0,Low,4.0,Cat_6,D
Male,No,32.0,Yes,Doctor,0.0,Low,4.0,Cat_6,A
Male,Yes,38.0,No,Executive,1.0,High,5.0,Cat_4,D
Female,Yes,59.0,No,Artist,1.0,High,2.0,Cat_6,C
Male,No,22.0,No,Healthcare,0.0,Low,2.0,Cat_3,D
Female,No,26.0,No,Homemaker,9.0,Low,3.0,Cat_4,D
Female,Yes,78.0,Yes,Artist,1.0,High,2.0,Cat_6,C
Female,No,32.0,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
Male,Yes,37.0,Yes,Artist,0.0,Average,4.0,Cat_7,C
Male,Yes,37.0,Yes,Healthcare,1.0,High,4.0,Cat_6,B
Male,No,67.0,No,Lawyer,1.0,Low,2.0,Cat_6,D
Male,Yes,47.0,No,Artist,0.0,High,4.0,Cat_6,B
Female,Yes,68.0,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,30.0,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
Female,Yes,48.0,Yes,Entertainment,2.0,Low,1.0,Cat_1,A
Female,No,43.0,Yes,Artist,6.0,Low,1.0,Cat_6,C
Male,Yes,33.0,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
Male,Yes,31.0,No,Healthcare,0.0,Average,5.0,Cat_4,D
Male,Yes,32.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
Female,No,21.0,No,Healthcare,1.0,Low,4.0,Cat_2,D
Female,No,29.0,No,Homemaker,2.0,Low,4.0,Cat_3,D
Female,Yes,35.0,Yes,Artist,1.0,Low,2.0,Cat_4,A
Male,Yes,46.0,No,Artist,0.0,Low,3.0,Cat_4,A
Female,Yes,38.0,Yes,Artist,9.0,High,2.0,Cat_2,B
Female,No,32.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Female,No,28.0,Yes,Artist,3.0,Low,7.0,Cat_2,A
Female,Yes,68.0,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
Female,Yes,45.0,Yes,Artist,4.0,Low,1.0,Cat_6,C
Male,Yes,58.0,Yes,Artist,0.0,Average,3.0,Cat_7,C
Male,No,28.0,No,Entertainment,1.0,Low,2.0,Cat_7,A
Female,No,32.0,No,Healthcare,10.0,Low,3.0,Cat_6,A
Male,No,30.0,Yes,Doctor,1.0,Low,1.0,Cat_3,B
Female,Yes,42.0,No,Homemaker,3.0,Average,4.0,Cat_6,D
Male,No,22.0,No,Artist,1.0,Low,6.0,Cat_1,D
Male,No,41.0,Yes,Artist,1.0,Low,3.0,Cat_6,C
Female,No,18.0,No,Healthcare,6.0,Low,4.0,Cat_7,D
Female,Yes,29.0,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
Female,No,33.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,A
Male,No,47.0,No,Artist,1.0,Low,3.0,Cat_4,A
Female,Yes,57.0,Yes,Doctor,1.0,Low,2.0,Cat_7,A
Male,Yes,36.0,Yes,Executive,1.0,Low,3.0,Cat_6,D
Male,Yes,57.0,Yes,Executive,1.0,High,3.0,Cat_6,C
Male,No,18.0,No,Healthcare,1.0,Low,2.0,Cat_6,D
Male,Yes,52.0,Yes,Artist,1.0,Average,5.0,Cat_4,C
Male,Yes,52.0,Yes,Artist,1.0,Average,6.0,Cat_6,C
Male,No,51.0,Yes,Artist,6.0,Low,4.0,Cat_4,B
Female,Yes,37.0,Yes,Entertainment,0.0,Average,2.0,Cat_1,B
Male,No,36.0,Yes,Marketing,0.0,Low,1.0,Cat_6,A
Female,No,29.0,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
Male,Yes,45.0,Yes,Artist,1.0,Average,4.0,Cat_3,C
Male,No,61.0,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,52.0,Yes,Entertainment,1.0,Average,4.0,Cat_6,A
Female,Yes,49.0,Yes,Homemaker,10.0,Low,1.0,Cat_6,A
Male,Yes,40.0,Yes,Entertainment,1.0,Average,2.0,Cat_4,B
Female,No,31.0,No,Healthcare,1.0,Low,5.0,Cat_4,C
Male,Yes,42.0,No,Entertainment,1.0,Low,3.0,Cat_4,A
Male,Yes,51.0,Yes,Engineer,1.0,Average,5.0,Cat_6,C
Female,No,42.0,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
Male,No,29.0,Yes,Doctor,1.0,Low,4.0,Cat_6,C
Female,No,33.0,Yes,Healthcare,8.0,Low,1.0,Cat_4,A
Male,No,27.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,21.0,No,Healthcare,0.0,Low,4.0,Cat_2,D
Male,Yes,35.0,No,Artist,9.0,Average,3.0,Cat_6,B
Female,No,42.0,Yes,Doctor,0.0,Low,1.0,Cat_6,A
Female,No,41.0,Yes,Artist,2.0,Low,1.0,Cat_6,C
Male,No,39.0,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,No,28.0,No,Doctor,10.0,Low,1.0,Cat_6,A
Female,Yes,45.0,Yes,Engineer,3.0,Average,3.0,Cat_3,B
Female,Yes,61.0,Yes,Doctor,1.0,Average,2.0,Cat_6,B
Male,Yes,62.0,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,Yes,65.0,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
Male,Yes,45.0,Yes,Doctor,1.0,Average,2.0,Cat_3,A
Female,Yes,26.0,Yes,Engineer,9.0,Low,2.0,Cat_6,B
Female,No,25.0,Yes,Artist,4.0,Low,5.0,Cat_6,C
Female,Yes,45.0,Yes,Artist,1.0,Average,4.0,Cat_7,C
Male,Yes,43.0,No,Executive,0.0,High,4.0,Cat_6,B
Male,Yes,49.0,Yes,Executive,1.0,High,3.0,Cat_6,C
Male,Yes,55.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,37.0,Yes,Artist,3.0,Low,1.0,Cat_6,B
Male,Yes,65.0,Yes,Entertainment,1.0,High,2.0,Cat_6,C
Female,No,32.0,No,Artist,10.0,Low,5.0,Cat_6,C
Female,No,39.0,No,Engineer,0.0,Low,3.0,Cat_4,A
Female,Yes,40.0,Yes,Artist,2.0,Average,2.0,Cat_6,C
Male,Yes,72.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
Female,No,38.0,No,Homemaker,5.0,Low,1.0,Cat_2,B
Male,No,26.0,No,Marketing,0.0,Low,5.0,Cat_6,D
Male,No,30.0,Yes,Doctor,1.0,Low,3.0,Cat_4,D
Male,Yes,51.0,Yes,Homemaker,1.0,Low,3.0,Cat_4,A
Male,No,57.0,Yes,Marketing,1.0,Low,4.0,Cat_7,A
Female,No,31.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Male,No,39.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,No,30.0,No,Engineer,0.0,Low,4.0,Cat_4,A
Female,Yes,43.0,No,Artist,0.0,Average,3.0,Cat_4,A
Male,No,27.0,Yes,Healthcare,8.0,Low,1.0,Cat_3,C
Female,Yes,46.0,No,Artist,0.0,Average,4.0,Cat_3,C
Male,Yes,43.0,No,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,69.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Male,Yes,28.0,No,Entertainment,8.0,Average,4.0,Cat_7,D
Male,No,43.0,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
Female,No,27.0,No,Healthcare,1.0,Low,5.0,Cat_7,D
Female,No,28.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,33.0,No,Artist,1.0,Low,4.0,Cat_6,D
Female,No,30.0,No,Engineer,0.0,Low,1.0,Cat_6,B
Male,No,58.0,No,Healthcare,4.0,Low,2.0,Cat_6,D
Female,No,38.0,Yes,Engineer,8.0,Low,4.0,Cat_6,A
Female,No,31.0,Yes,Artist,1.0,Low,4.0,Cat_6,D
Male,Yes,32.0,No,Executive,4.0,Average,5.0,Cat_4,D
Male,Yes,45.0,Yes,Artist,4.0,Average,4.0,Cat_6,C
Male,Yes,66.0,Yes,Artist,1.0,Low,3.0,Cat_6,A
Female,Yes,51.0,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,59.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,40.0,Yes,Engineer,1.0,Low,1.0,Cat_3,B
Male,Yes,46.0,Yes,Artist,10.0,Average,5.0,Cat_6,C
Male,No,20.0,No,Healthcare,1.0,Low,6.0,Cat_4,D
Female,Yes,84.0,No,Lawyer,1.0,High,2.0,Cat_6,C
Female,No,41.0,Yes,Marketing,1.0,Low,1.0,Cat_6,D
Male,Yes,51.0,No,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,57.0,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
Female,No,33.0,No,Doctor,0.0,Low,1.0,Cat_6,A
Male,No,25.0,No,Marketing,3.0,Low,3.0,Cat_5,D
Male,Yes,55.0,Yes,Artist,1.0,Average,3.0,Cat_4,A
Female,Yes,56.0,Yes,Executive,1.0,High,4.0,Cat_1,A
Male,Yes,77.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
Male,Yes,30.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
Male,No,23.0,No,Healthcare,6.0,Low,5.0,Cat_4,D
Female,No,43.0,Yes,Artist,2.0,Low,4.0,Cat_6,B
Male,No,39.0,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
Male,Yes,29.0,No,Executive,1.0,High,2.0,Cat_6,D
Male,Yes,37.0,Yes,Doctor,1.0,Low,2.0,Cat_6,D
Female,Yes,45.0,No,Engineer,2.0,Low,2.0,Cat_6,D
Male,Yes,48.0,No,Executive,2.0,High,2.0,Cat_2,D
Male,Yes,27.0,No,Entertainment,0.0,Average,4.0,Cat_6,A
Female,Yes,60.0,No,Entertainment,9.0,Low,4.0,Cat_3,B
Male,Yes,45.0,Yes,Entertainment,4.0,Average,3.0,Cat_2,B
Male,No,31.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Male,No,33.0,No,Doctor,1.0,Low,4.0,Cat_4,C
Male,Yes,18.0,No,Artist,6.0,High,4.0,Cat_3,D
Female,Yes,48.0,Yes,Artist,1.0,Average,3.0,Cat_6,B
Female,Yes,83.0,No,Lawyer,1.0,Low,2.0,Cat_6,A
Male,Yes,57.0,Yes,Executive,1.0,Low,4.0,Cat_2,A
Male,No,26.0,Yes,Healthcare,1.0,Low,3.0,Cat_1,D
Male,Yes,51.0,Yes,Artist,8.0,Low,5.0,Cat_6,A
Male,Yes,67.0,No,Executive,2.0,High,1.0,Cat_6,C
Male,Yes,38.0,Yes,Artist,9.0,Average,2.0,Cat_6,C
Female,No,40.0,Yes,Doctor,0.0,Low,1.0,Cat_6,C
Female,Yes,45.0,Yes,Artist,5.0,Average,2.0,Cat_6,B
Male,Yes,48.0,Yes,Artist,0.0,Average,4.0,Cat_6,C
Female,Yes,69.0,No,Lawyer,0.0,Average,2.0,Cat_6,C
Male,No,21.0,No,Healthcare,9.0,Low,5.0,Cat_6,D
Female,Yes,48.0,No,Engineer,1.0,High,3.0,Cat_6,B
Female,No,18.0,No,Healthcare,1.0,Low,3.0,Cat_3,D
Male,Yes,72.0,Yes,Artist,0.0,Low,3.0,Cat_4,C
Male,Yes,85.0,No,Lawyer,1.0,Low,1.0,Cat_6,D
Female,No,21.0,No,Marketing,1.0,Low,5.0,Cat_4,D
Female,Yes,48.0,Yes,Artist,1.0,Low,1.0,Cat_4,A
Female,No,37.0,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
Male,No,28.0,No,Healthcare,1.0,Low,5.0,Cat_4,D
Male,Yes,55.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Female,No,56.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
Male,Yes,50.0,Yes,Doctor,1.0,Low,2.0,Cat_6,C
Male,No,21.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,18.0,No,Healthcare,0.0,Low,6.0,Cat_6,D
Male,Yes,68.0,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Male,Yes,47.0,Yes,Artist,10.0,Low,1.0,Cat_6,C
Male,Yes,75.0,No,Lawyer,1.0,High,2.0,Cat_6,B
Male,Yes,50.0,Yes,Artist,3.0,Average,4.0,Cat_2,C
Male,No,31.0,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
Female,No,30.0,Yes,Artist,0.0,Low,3.0,Cat_6,A
Female,Yes,41.0,Yes,Artist,0.0,Low,4.0,Cat_6,A
Male,Yes,41.0,Yes,Executive,6.0,High,2.0,Cat_3,A
Female,Yes,35.0,No,Healthcare,2.0,Low,1.0,Cat_6,A
Male,Yes,37.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,60.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
Male,Yes,50.0,Yes,Doctor,0.0,Average,3.0,Cat_6,C
Male,Yes,36.0,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,26.0,No,Marketing,3.0,Low,3.0,Cat_3,A
Male,Yes,62.0,No,Artist,7.0,High,2.0,Cat_6,D
Male,No,22.0,No,Healthcare,0.0,Low,4.0,Cat_4,D
Female,No,19.0,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,Yes,45.0,Yes,Artist,0.0,Average,5.0,Cat_6,C
Female,No,31.0,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,56.0,Yes,Artist,0.0,Average,3.0,Cat_4,C
Female,Yes,62.0,Yes,Lawyer,8.0,Low,5.0,Cat_6,A
Female,No,25.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
Female,Yes,73.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
Male,Yes,62.0,Yes,Doctor,1.0,Average,4.0,Cat_3,C
Male,Yes,46.0,No,Entertainment,0.0,Average,3.0,Cat_6,A
Female,Yes,51.0,Yes,Artist,1.0,Low,3.0,Cat_3,C
Male,Yes,25.0,Yes,Executive,1.0,High,2.0,Cat_6,A
Male,Yes,66.0,Yes,Executive,0.0,High,2.0,Cat_6,B
Male,No,27.0,Yes,Marketing,1.0,Low,2.0,Cat_3,A
Male,Yes,87.0,No,Executive,1.0,Low,2.0,Cat_6,A
Female,Yes,47.0,Yes,Artist,0.0,Low,1.0,Cat_1,A
Male,Yes,57.0,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,Yes,60.0,Yes,Artist,0.0,Average,4.0,Cat_3,A
Male,Yes,40.0,Yes,Executive,1.0,High,5.0,Cat_6,B
Female,No,32.0,Yes,Doctor,7.0,Low,3.0,Cat_2,A
Male,No,28.0,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
Male,No,39.0,Yes,Doctor,4.0,Low,3.0,Cat_6,C
Female,No,47.0,Yes,Marketing,9.0,Low,1.0,Cat_6,D
Female,No,39.0,Yes,Artist,8.0,Low,3.0,Cat_6,C
Male,No,28.0,No,Entertainment,1.0,Low,3.0,Cat_3,A
Male,Yes,69.0,Yes,Artist,0.0,Average,3.0,Cat_6,A
Female,No,42.0,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,Yes,46.0,Yes,Engineer,1.0,Low,1.0,Cat_6,D
Female,No,23.0,No,Marketing,3.0,Low,3.0,Cat_6,C
Male,No,45.0,Yes,Artist,1.0,Low,5.0,Cat_6,C
Female,Yes,38.0,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Female,Yes,71.0,No,Lawyer,1.0,High,3.0,Cat_6,D
Female,No,26.0,No,Doctor,0.0,Low,2.0,Cat_6,D
Female,Yes,60.0,Yes,Artist,8.0,High,2.0,Cat_6,C
Female,Yes,46.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,39.0,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
Female,No,18.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,26.0,Yes,Doctor,1.0,Average,2.0,Cat_7,A
Male,Yes,53.0,Yes,Artist,1.0,High,2.0,Cat_6,D
Male,Yes,40.0,Yes,Entertainment,1.0,Average,2.0,Cat_3,C
Male,Yes,76.0,No,Executive,1.0,Low,7.0,Cat_4,D
Male,Yes,26.0,Yes,Entertainment,0.0,Average,3.0,Cat_3,A
Female,Yes,65.0,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,37.0,Yes,Artist,10.0,Low,2.0,Cat_6,A
Male,No,25.0,No,Healthcare,0.0,Low,4.0,Cat_3,C
Female,No,21.0,No,Engineer,0.0,Low,5.0,Cat_2,D
Female,No,25.0,No,Healthcare,0.0,Low,4.0,Cat_2,D
Male,No,23.0,No,Healthcare,4.0,Low,5.0,Cat_6,D
Female,No,30.0,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
Female,No,30.0,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,42.0,No,Entertainment,0.0,Average,4.0,Cat_4,A
Female,Yes,81.0,No,Lawyer,1.0,High,2.0,Cat_6,D
Male,Yes,49.0,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
Male,No,32.0,No,Healthcare,0.0,Low,3.0,Cat_2,A
Female,Yes,43.0,Yes,Artist,1.0,Average,4.0,Cat_2,B
Male,Yes,26.0,No,Executive,9.0,High,4.0,Cat_6,D
Female,No,67.0,No,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,87.5,No,Executive,0.0,Low,1.0,Cat_6,A
Female,No,40.0,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
Female,Yes,48.0,Yes,Artist,0.0,Low,4.0,Cat_2,C
Male,No,18.0,No,Healthcare,7.0,Low,3.0,Cat_1,D
Male,Yes,39.0,Yes,Artist,5.0,Average,3.0,Cat_6,A
Male,Yes,61.0,Yes,Entertainment,7.0,High,5.0,Cat_6,B
Female,Yes,51.0,Yes,Artist,1.0,High,4.0,Cat_6,C
Female,Yes,25.0,No,Engineer,0.0,Average,2.0,Cat_4,A
Male,No,35.0,Yes,Artist,6.0,Low,3.0,Cat_6,B
Male,Yes,46.0,No,Executive,0.0,High,2.0,Cat_6,C
Female,Yes,53.0,No,Homemaker,2.0,High,3.0,Cat_6,B
Male,Yes,48.0,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
Male,Yes,75.0,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
Male,No,23.0,No,Healthcare,1.0,Low,3.0,Cat_4,D
Male,No,29.0,No,Doctor,1.0,Low,2.0,Cat_6,D
Male,Yes,46.0,No,Artist,0.0,Low,2.0,Cat_6,B
Female,No,61.0,Yes,Marketing,1.0,Low,1.0,Cat_6,D
Female,No,37.0,No,Artist,1.0,Low,1.0,Cat_6,B
Female,No,23.0,No,Healthcare,6.0,Low,5.0,Cat_2,D
Male,No,21.0,No,Healthcare,1.0,Low,7.0,Cat_6,D
Female,No,33.0,No,Healthcare,7.0,Low,4.0,Cat_5,D
Male,Yes,74.0,No,Executive,0.0,Low,3.0,Cat_6,D
Male,No,41.0,No,Entertainment,0.0,Low,2.0,Cat_6,D
Female,Yes,58.0,Yes,Engineer,1.0,High,4.0,Cat_6,B
Male,Yes,25.0,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
Male,No,33.0,No,Marketing,2.0,Low,3.0,Cat_6,D
Male,Yes,43.0,No,Doctor,0.0,Low,2.0,Cat_6,A
Male,Yes,25.0,No,Executive,1.0,Low,2.0,Cat_4,D
Female,No,26.0,No,Engineer,0.0,Low,1.0,Cat_6,A
Male,No,22.0,No,Healthcare,1.0,Low,5.0,Cat_6,D
Male,Yes,28.0,No,Artist,0.0,Average,2.0,Cat_6,D
Female,No,36.0,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
Female,No,28.0,No,Healthcare,1.0,Low,3.0,Cat_4,C
Male,Yes,85.0,Yes,Artist,1.0,High,4.0,Cat_6,A
Male,No,30.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
Male,Yes,43.0,Yes,Healthcare,7.0,High,2.0,Cat_6,A
Male,Yes,82.0,No,Executive,1.0,High,2.0,Cat_6,B
Male,Yes,48.0,Yes,Executive,1.0,High,5.0,Cat_6,B
Female,No,18.0,No,Healthcare,3.0,Low,3.0,Cat_2,D
Male,Yes,53.0,Yes,Engineer,1.0,Low,2.0,Cat_3,A
Male,Yes,50.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,39.0,No,Engineer,9.0,Average,6.0,Cat_4,D
Female,Yes,35.0,No,Engineer,2.0,Average,6.0,Cat_2,B
Male,No,28.0,Yes,Entertainment,1.0,Low,3.0,Cat_4,D
Female,No,33.0,Yes,Engineer,1.0,Low,3.0,Cat_6,A
Female,Yes,35.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Male,Yes,48.0,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
Female,Yes,50.0,Yes,Artist,1.0,High,3.0,Cat_4,C
Male,Yes,47.0,No,Entertainment,0.0,Average,4.0,Cat_6,C
